date,store,item,predicted_demand,opening_inventory,inventory_after_demand,on_order,inventory_position,reorder_point,target_inventory,recommended_order_qty,arrival_date
2018-01-27,1,1,19.71,169.00000000000006,149.29000000000005,0.0,149.29000000000005,149.49,289.76,141.0,2018-02-03
2018-01-28,1,1,19.92,149.29000000000005,129.37000000000006,141.0,270.37000000000006,151.07,291.35,0.0,
2018-01-29,1,1,12.98,129.37000000000006,116.39000000000006,141.0,257.39000000000004,152.44,292.72,0.0,
2018-01-30,1,1,15.33,116.39000000000006,101.06000000000006,141.0,242.06000000000006,154.29,294.57,0.0,
2018-01-31,1,1,15.34,101.06000000000006,85.72000000000006,141.0,226.72000000000006,155.77,296.03999999999996,0.0,
2018-02-01,1,1,18.23,85.72000000000006,67.49000000000005,141.0,208.49000000000007,155.34,295.62,0.0,
2018-02-02,1,1,19.1,67.49000000000005,48.39000000000005,141.0,189.39000000000004,155.08,295.35,0.0,
2018-02-03,1,1,20.01,189.39000000000004,169.38000000000005,0.0,169.38000000000005,155.14,295.40999999999997,0.0,
2018-02-04,1,1,21.51,169.38000000000005,147.87000000000006,0.0,147.87000000000006,154.73,295.0,148.0,2018-02-11
2018-02-05,1,1,14.35,147.87000000000006,133.52000000000007,148.0,281.5200000000001,154.64,294.90999999999997,0.0,
2018-02-06,1,1,17.18,133.52000000000007,116.34000000000006,148.0,264.34000000000003,154.26,294.53,0.0,
2018-02-07,1,1,16.82,116.34000000000006,99.52000000000007,148.0,247.52000000000007,154.25,294.52,0.0,
2018-02-08,1,1,17.81,99.52000000000007,81.71000000000006,148.0,229.71000000000006,154.09,294.36,0.0,
2018-02-09,1,1,18.84,81.71000000000006,62.87000000000006,148.0,210.87000000000006,153.91,294.19,0.0,
2018-02-10,1,1,20.07,62.87000000000006,42.80000000000006,148.0,190.80000000000007,153.87,294.14,0.0,
2018-02-11,1,1,21.1,190.80000000000007,169.70000000000007,0.0,169.70000000000007,154.13,294.40999999999997,0.0,
2018-02-12,1,1,14.26,169.70000000000007,155.44000000000008,0.0,155.44000000000008,154.4,294.68,0.0,
2018-02-13,1,1,16.8,155.44000000000008,138.64000000000007,0.0,138.64000000000007,154.19,294.46000000000004,156.0,2018-02-20
2018-02-14,1,1,16.81,138.64000000000007,121.83000000000007,156.0,277.83000000000004,153.88,294.15999999999997,0.0,
2018-02-15,1,1,17.65,121.83000000000007,104.18000000000006,156.0,260.18000000000006,153.66,293.94,0.0,
2018-02-16,1,1,18.67,104.18000000000006,85.51000000000006,156.0,241.51000000000005,153.29,293.57,0.0,
2018-02-17,1,1,20.02,85.51000000000006,65.49000000000007,156.0,221.49000000000007,152.9,293.16999999999996,0.0,
2018-02-18,1,1,21.36,65.49000000000007,44.13000000000007,156.0,200.13000000000005,152.52,292.78999999999996,0.0,
2018-02-19,1,1,14.53,44.13000000000007,29.600000000000065,156.0,185.60000000000008,152.41,292.69,0.0,
2018-02-20,1,1,16.58,185.60000000000008,169.0200000000001,0.0,169.0200000000001,152.17,292.45,0.0,
2018-02-21,1,1,16.5,169.0200000000001,152.5200000000001,0.0,152.5200000000001,151.99,292.26,0.0,
2018-02-22,1,1,17.43,152.5200000000001,135.0900000000001,0.0,135.0900000000001,154.84,295.11,161.0,2018-03-01
2018-02-23,1,1,18.29,135.0900000000001,116.8000000000001,161.0,277.80000000000007,157.69,297.97,0.0,
2018-02-24,1,1,19.63,116.8000000000001,97.1700000000001,161.0,258.1700000000001,160.94,301.22,0.0,
2018-02-25,1,1,20.99,97.1700000000001,76.1800000000001,161.0,237.18000000000012,165.19,305.47,0.0,
2018-02-26,1,1,14.42,76.1800000000001,61.760000000000105,161.0,222.7600000000001,168.14,308.41999999999996,0.0,
2018-02-27,1,1,16.34,61.760000000000105,45.4200000000001,161.0,206.4200000000001,172.47,312.75,0.0,
2018-02-28,1,1,16.31,45.4200000000001,29.110000000000102,161.0,190.1100000000001,176.32,316.6,0.0,
2018-03-01,1,1,20.28,190.1100000000001,169.8300000000001,0.0,169.8300000000001,177.33,317.61,148.0,2018-03-08
2018-03-02,1,1,21.15,169.8300000000001,148.6800000000001,148.0,296.68000000000006,179.13,319.4,0.0,
2018-03-03,1,1,22.88,148.6800000000001,125.8000000000001,148.0,273.80000000000007,180.19,320.47,0.0,
2018-03-04,1,1,25.23,125.8000000000001,100.57000000000009,148.0,248.5700000000001,181.07,321.35,0.0,
2018-03-05,1,1,17.37,100.57000000000009,83.20000000000009,148.0,231.2000000000001,180.4,320.68,0.0,
2018-03-06,1,1,20.67,83.20000000000009,62.530000000000086,148.0,210.5300000000001,179.45,319.73,0.0,
2018-03-07,1,1,20.16,62.530000000000086,42.37000000000009,148.0,190.3700000000001,179.02,319.29999999999995,0.0,
2018-03-08,1,1,21.29,190.3700000000001,169.0800000000001,0.0,169.0800000000001,178.9,319.18,151.0,2018-03-15
2018-03-09,1,1,22.94,169.0800000000001,146.1400000000001,151.0,297.1400000000001,178.72,318.99,0.0,
2018-03-10,1,1,23.94,146.1400000000001,122.2000000000001,151.0,273.2000000000001,178.96,319.24,0.0,
2018-03-11,1,1,26.11,122.2000000000001,96.0900000000001,151.0,247.0900000000001,178.34,318.61,0.0,
2018-03-12,1,1,16.7,96.0900000000001,79.3900000000001,151.0,230.3900000000001,178.76,319.03,0.0,
2018-03-13,1,1,19.72,79.3900000000001,59.6700000000001,151.0,210.6700000000001,179.16,319.43,0.0,
2018-03-14,1,1,19.73,59.6700000000001,39.9400000000001,151.0,190.9400000000001,179.32,319.59000000000003,0.0,
2018-03-15,1,1,21.17,190.9400000000001,169.7700000000001,0.0,169.7700000000001,179.14,319.41999999999996,150.0,2018-03-22
2018-03-16,1,1,22.76,169.7700000000001,147.0100000000001,150.0,297.0100000000001,178.8,319.07,0.0,
2018-03-17,1,1,24.18,147.0100000000001,122.8300000000001,150.0,272.8300000000001,178.52,318.78999999999996,0.0,
2018-03-18,1,1,25.49,122.8300000000001,97.3400000000001,150.0,247.3400000000001,178.62,318.89,0.0,
2018-03-19,1,1,17.12,97.3400000000001,80.2200000000001,150.0,230.22000000000008,178.07,318.34000000000003,0.0,
2018-03-20,1,1,20.13,80.2200000000001,60.0900000000001,150.0,210.0900000000001,177.32,317.6,0.0,
2018-03-21,1,1,19.89,60.0900000000001,40.2000000000001,150.0,190.2000000000001,176.78,317.06,0.0,
2018-03-22,1,1,21.0,190.2000000000001,169.2000000000001,0.0,169.2000000000001,176.32,316.6,148.0,2018-03-29
2018-03-23,1,1,22.41,169.2000000000001,146.7900000000001,148.0,294.7900000000001,176.38,316.65999999999997,0.0,
2018-03-24,1,1,23.9,146.7900000000001,122.8900000000001,148.0,270.8900000000001,176.54,316.82,0.0,
2018-03-25,1,1,25.59,122.8900000000001,97.3000000000001,148.0,245.3000000000001,168.87,309.15,0.0,
2018-03-26,1,1,16.57,97.3000000000001,80.7300000000001,148.0,228.7300000000001,168.87,309.15,0.0,
2018-03-27,1,1,19.38,80.7300000000001,61.35000000000011,148.0,209.3500000000001,168.87,309.15,0.0,
2018-03-28,1,1,19.36,61.35000000000011,41.99000000000011,148.0,189.99000000000012,168.87,309.15,0.0,
2018-03-29,1,1,20.53,189.99000000000012,169.46000000000012,0.0,169.46000000000012,168.87,309.15,0.0,
2018-03-30,1,1,22.48,169.46000000000012,146.98000000000013,0.0,146.98000000000013,168.87,309.15,163.0,2018-04-06
2018-03-31,1,1,24.06,146.98000000000013,122.92000000000013,163.0,285.92000000000013,168.87,309.15,0.0,
2018-01-01,1,2,35.37,374.29,338.92,0.0,338.92,382.91,757.2,419.0,2018-01-08
2018-01-02,1,2,40.87,338.92,298.05,419.0,717.05,384.49,758.77,0.0,
2018-01-03,1,2,41.21,298.05,256.84000000000003,419.0,675.84,384.82,759.1099999999999,0.0,
2018-01-04,1,2,45.59,256.84000000000003,211.25000000000003,419.0,630.25,385.22,759.51,0.0,
2018-01-05,1,2,49.41,211.25000000000003,161.84000000000003,419.0,580.84,384.69,758.98,0.0,
2018-01-06,1,2,51.92,161.84000000000003,109.92000000000003,419.0,528.9200000000001,383.35,757.64,0.0,
2018-01-07,1,2,54.15,109.92000000000003,55.77000000000003,419.0,474.77000000000004,382.62,756.91,0.0,
2018-01-08,1,2,36.32,474.77000000000004,438.45000000000005,0.0,438.45000000000005,382.78,757.0699999999999,0.0,
2018-01-09,1,2,42.44,438.45000000000005,396.01000000000005,0.0,396.01000000000005,383.33,757.6199999999999,0.0,
2018-01-10,1,2,41.55,396.01000000000005,354.46000000000004,0.0,354.46000000000004,384.68,758.97,405.0,2018-01-17
2018-01-11,1,2,45.98,354.46000000000004,308.48,405.0,713.48,385.19,759.48,0.0,
2018-01-12,1,2,48.89,308.48,259.59000000000003,405.0,664.59,386.04,760.3299999999999,0.0,
2018-01-13,1,2,50.59,259.59000000000003,209.00000000000003,405.0,614.0,388.02,762.31,0.0,
2018-01-14,1,2,53.42,209.00000000000003,155.58000000000004,405.0,560.58,389.44,763.73,0.0,
2018-01-15,1,2,36.48,155.58000000000004,119.10000000000005,405.0,524.1,390.15,764.4399999999999,0.0,
2018-01-16,1,2,42.99,119.10000000000005,76.11000000000004,405.0,481.11,390.8,765.0899999999999,0.0,
2018-01-17,1,2,42.9,481.11,438.21000000000004,0.0,438.21000000000004,391.0,765.29,0.0,
2018-01-18,1,2,46.49,438.21000000000004,391.72,0.0,391.72,391.63,765.92,0.0,
2018-01-19,1,2,49.74,391.72,341.98,0.0,341.98,391.64,765.93,424.0,2018-01-26
2018-01-20,1,2,52.56,341.98,289.42,424.0,713.4200000000001,392.35,766.64,0.0,
2018-01-21,1,2,54.84,289.42,234.58,424.0,658.58,392.78,767.0699999999999,0.0,
2018-01-22,1,2,37.19,234.58,197.39000000000001,424.0,621.39,392.05,766.3399999999999,0.0,
2018-01-23,1,2,43.63,197.39000000000001,153.76000000000002,424.0,577.76,391.18,765.47,0.0,
2018-01-24,1,2,43.11,153.76000000000002,110.65000000000002,424.0,534.65,390.85,765.14,0.0,
2018-01-25,1,2,47.12,110.65000000000002,63.53000000000002,424.0,487.53000000000003,394.02,768.31,0.0,
2018-01-26,1,2,49.75,487.53000000000003,437.78000000000003,0.0,437.78000000000003,397.76,772.04,0.0,
2018-01-27,1,2,53.27,437.78000000000003,384.51000000000005,0.0,384.51000000000005,401.93,776.21,392.0,2018-02-03
2018-01-28,1,2,55.26,384.51000000000005,329.25000000000006,392.0,721.25,405.32,779.6099999999999,0.0,
2018-01-29,1,2,36.46,329.25000000000006,292.7900000000001,392.0,684.7900000000001,408.79,783.0799999999999,0.0,
2018-01-30,1,2,42.77,292.7900000000001,250.02000000000007,392.0,642.0200000000001,411.98,786.26,0.0,
2018-01-31,1,2,42.78,250.02000000000007,207.24000000000007,392.0,599.24,415.06,789.3499999999999,0.0,
2018-02-01,1,2,50.28,207.24000000000007,156.96000000000006,392.0,548.96,415.21,789.5,0.0,
2018-02-02,1,2,53.49,156.96000000000006,103.47000000000006,392.0,495.47,415.47,789.75,0.0,
2018-02-03,1,2,57.44,495.47,438.03000000000003,0.0,438.03000000000003,415.34,789.6199999999999,0.0,
2018-02-04,1,2,58.66,438.03000000000003,379.37,0.0,379.37,417.45,791.74,413.0,2018-02-11
2018-02-05,1,2,39.93,379.37,339.44,413.0,752.44,418.05,792.3299999999999,0.0,
2018-02-06,1,2,45.96,339.44,293.48,413.0,706.48,419.38,793.67,0.0,
2018-02-07,1,2,45.87,293.48,247.61,413.0,660.61,421.44,795.72,0.0,
2018-02-08,1,2,50.43,247.61,197.18,413.0,610.1800000000001,421.51,795.8,0.0,
2018-02-09,1,2,53.74,197.18,143.44,413.0,556.44,422.22,796.51,0.0,
2018-02-10,1,2,57.31,143.44,86.13,413.0,499.13,423.17,797.46,0.0,
2018-02-11,1,2,60.77,499.13,438.36,0.0,438.36,424.07,798.3599999999999,0.0,
2018-02-12,1,2,40.53,438.36,397.83000000000004,0.0,397.83000000000004,423.31,797.5999999999999,400.0,2018-02-19
2018-02-13,1,2,47.29,397.83000000000004,350.54,400.0,750.54,423.67,797.96,0.0,
2018-02-14,1,2,47.92,350.54,302.62,400.0,702.62,423.81,798.0999999999999,0.0,
2018-02-15,1,2,50.5,302.62,252.12,400.0,652.12,423.5,797.79,0.0,
2018-02-16,1,2,54.45,252.12,197.67000000000002,400.0,597.6700000000001,423.15,797.4399999999999,0.0,
2018-02-17,1,2,58.26,197.67000000000002,139.41000000000003,400.0,539.4100000000001,422.51,796.8,0.0,
2018-02-18,1,2,61.67,139.41000000000003,77.74000000000002,400.0,477.74,421.97,796.26,0.0,
2018-02-19,1,2,39.77,477.74,437.97,0.0,437.97,422.94,797.23,0.0,
2018-02-20,1,2,47.65,437.97,390.32000000000005,0.0,390.32000000000005,422.91,797.2,407.0,2018-02-27
2018-02-21,1,2,48.06,390.32000000000005,342.26000000000005,407.0,749.26,422.23,796.52,0.0,
2018-02-22,1,2,50.19,342.26000000000005,292.07000000000005,407.0,699.07,432.06,806.3499999999999,0.0,
2018-02-23,1,2,54.11,292.07000000000005,237.96000000000004,407.0,644.96,441.22,815.51,0.0,
2018-02-24,1,2,57.63,237.96000000000004,180.33000000000004,407.0,587.33,451.66,825.95,0.0,
2018-02-25,1,2,61.13,180.33000000000004,119.20000000000005,407.0,526.2,461.49,835.78,0.0,
2018-02-26,1,2,40.74,119.20000000000005,78.46000000000004,407.0,485.46000000000004,469.7,843.99,0.0,
2018-02-27,1,2,47.62,485.46000000000004,437.84000000000003,0.0,437.84000000000003,478.45,852.74,415.0,2018-03-06
2018-02-28,1,2,47.38,437.84000000000003,390.46000000000004,415.0,805.46,488.1,862.39,0.0,
2018-03-01,1,2,60.01,390.46000000000004,330.45000000000005,415.0,745.45,489.2,863.49,0.0,
2018-03-02,1,2,63.27,330.45000000000005,267.18000000000006,415.0,682.1800000000001,488.22,862.51,0.0,
2018-03-03,1,2,68.06,267.18000000000006,199.12000000000006,415.0,614.1200000000001,486.69,860.98,0.0,
2018-03-04,1,2,70.95,199.12000000000006,128.17000000000007,415.0,543.1700000000001,486.57,860.8599999999999,0.0,
2018-03-05,1,2,48.95,128.17000000000007,79.22000000000007,415.0,494.2200000000001,484.19,858.48,0.0,
2018-03-06,1,2,56.37,494.2200000000001,437.8500000000001,0.0,437.8500000000001,484.17,858.46,421.0,2018-03-13
2018-03-07,1,2,57.03,437.8500000000001,380.82000000000005,421.0,801.82,484.47,858.76,0.0,
2018-03-08,1,2,61.11,380.82000000000005,319.71000000000004,421.0,740.71,484.19,858.48,0.0,
2018-03-09,1,2,62.29,319.71000000000004,257.42,421.0,678.4200000000001,485.73,860.02,0.0,
2018-03-10,1,2,66.54,257.42,190.88,421.0,611.88,486.77,861.06,0.0,
2018-03-11,1,2,70.83,190.88,120.05,421.0,541.05,487.68,861.96,0.0,
2018-03-12,1,2,46.57,120.05,73.47999999999999,421.0,494.48,488.75,863.04,0.0,
2018-03-13,1,2,56.35,494.48,438.13,0.0,438.13,488.45,862.74,425.0,2018-03-20
2018-03-14,1,2,57.33,438.13,380.8,425.0,805.8,486.11,860.4,0.0,
2018-03-15,1,2,60.84,380.8,319.96000000000004,425.0,744.96,486.29,860.5799999999999,0.0,
2018-03-16,1,2,63.83,319.96000000000004,256.13000000000005,425.0,681.1300000000001,487.05,861.3399999999999,0.0,
2018-03-17,1,2,67.57,256.13000000000005,188.56000000000006,425.0,613.5600000000001,487.18,861.47,0.0,
2018-03-18,1,2,71.74,188.56000000000006,116.82000000000006,425.0,541.82,487.29,861.5799999999999,0.0,
2018-03-19,1,2,47.65,116.82000000000006,69.17000000000007,425.0,494.1700000000001,486.31,860.5999999999999,0.0,
2018-03-20,1,2,56.05,494.1700000000001,438.12000000000006,0.0,438.12000000000006,485.56,859.8499999999999,422.0,2018-03-27
2018-03-21,1,2,55.0,438.12000000000006,383.12000000000006,422.0,805.1200000000001,486.08,860.3699999999999,0.0,
2018-03-22,1,2,61.01,383.12000000000006,322.11000000000007,422.0,744.1100000000001,484.81,859.0999999999999,0.0,
2018-03-23,1,2,64.59,322.11000000000007,257.5200000000001,422.0,679.5200000000001,484.71,859.0,0.0,
2018-03-24,1,2,67.7,257.5200000000001,189.8200000000001,422.0,611.8200000000002,486.57,860.8599999999999,0.0,
2018-03-25,1,2,71.85,189.8200000000001,117.97000000000011,422.0,539.9700000000001,437.76,812.05,0.0,
2018-03-26,1,2,46.67,117.97000000000011,71.30000000000011,422.0,493.3000000000001,437.76,812.05,0.0,
2018-03-27,1,2,55.29,493.3000000000001,438.0100000000001,0.0,438.0100000000001,437.76,812.05,0.0,
2018-03-28,1,2,55.52,438.0100000000001,382.4900000000001,0.0,382.4900000000001,437.76,812.05,430.0,2018-04-04
2018-03-29,1,2,59.75,382.4900000000001,322.7400000000001,430.0,752.7400000000001,437.76,812.05,0.0,
2018-03-30,1,2,64.49,322.7400000000001,258.2500000000001,430.0,688.2500000000001,437.76,812.05,0.0,
2018-03-31,1,2,69.56,258.2500000000001,188.6900000000001,430.0,618.69,437.76,812.05,0.0,
2018-01-01,1,3,21.26,232.89,211.63,0.0,211.63,229.74,462.63,251.0,2018-01-08
2018-01-02,1,3,24.42,211.63,187.20999999999998,251.0,438.21,229.89,462.78,0.0,
2018-01-03,1,3,24.47,187.20999999999998,162.73999999999998,251.0,413.74,230.45,463.34000000000003,0.0,
2018-01-04,1,3,26.9,162.73999999999998,135.83999999999997,251.0,386.84,229.76,462.65,0.0,
2018-01-05,1,3,28.2,135.83999999999997,107.63999999999997,251.0,358.64,229.51,462.40999999999997,0.0,
2018-01-06,1,3,29.76,107.63999999999997,77.87999999999997,251.0,328.88,229.13,462.02,0.0,
2018-01-07,1,3,32.55,77.87999999999997,45.32999999999997,251.0,296.33,227.3,460.19,0.0,
2018-01-08,1,3,20.82,296.33,275.51,0.0,275.51,226.74,459.63,0.0,
2018-01-09,1,3,24.57,275.51,250.94,0.0,250.94,226.8,459.69,0.0,
2018-01-10,1,3,25.02,250.94,225.92,0.0,225.92,226.19,459.08000000000004,234.0,2018-01-17
2018-01-11,1,3,26.2,225.92,199.72,234.0,433.72,226.28,459.17,0.0,
2018-01-12,1,3,27.96,199.72,171.76,234.0,405.76,226.19,459.08000000000004,0.0,
2018-01-13,1,3,29.37,171.76,142.39,234.0,376.39,226.08,458.97,0.0,
2018-01-14,1,3,30.72,142.39,111.66999999999999,234.0,345.66999999999996,227.1,459.99,0.0,
2018-01-15,1,3,20.26,111.66999999999999,91.40999999999998,234.0,325.40999999999997,227.3,460.19,0.0,
2018-01-16,1,3,24.63,91.40999999999998,66.77999999999999,234.0,300.78,227.33,460.22,0.0,
2018-01-17,1,3,24.42,300.78,276.35999999999996,0.0,276.35999999999996,227.73,460.62,0.0,
2018-01-18,1,3,26.3,276.35999999999996,250.05999999999995,0.0,250.05999999999995,227.75,460.64,0.0,
2018-01-19,1,3,27.86,250.05999999999995,222.19999999999993,0.0,222.19999999999993,227.7,460.59000000000003,239.0,2018-01-26
2018-01-20,1,3,29.26,222.19999999999993,192.93999999999994,239.0,431.93999999999994,227.42,460.31,0.0,
2018-01-21,1,3,31.74,192.93999999999994,161.19999999999993,239.0,400.19999999999993,227.19,460.08000000000004,0.0,
2018-01-22,1,3,20.46,161.19999999999993,140.73999999999992,239.0,379.7399999999999,226.94,459.83000000000004,0.0,
2018-01-23,1,3,24.66,140.73999999999992,116.07999999999993,239.0,355.0799999999999,226.59,459.48,0.0,
2018-01-24,1,3,24.82,116.07999999999993,91.25999999999993,239.0,330.25999999999993,226.09,458.98,0.0,
2018-01-25,1,3,26.32,91.25999999999993,64.93999999999994,239.0,303.93999999999994,229.48,462.37,0.0,
2018-01-26,1,3,27.81,303.93999999999994,276.12999999999994,0.0,276.12999999999994,232.35,465.24,0.0,
2018-01-27,1,3,28.98,276.12999999999994,247.14999999999995,0.0,247.14999999999995,235.6,468.49,0.0,
2018-01-28,1,3,31.51,247.14999999999995,215.63999999999996,0.0,215.63999999999996,238.22,471.11,256.0,2018-02-04
2018-01-29,1,3,20.21,215.63999999999996,195.42999999999995,256.0,451.42999999999995,240.53,473.42,0.0,
2018-01-30,1,3,24.31,195.42999999999995,171.11999999999995,256.0,427.11999999999995,243.53,476.42,0.0,
2018-01-31,1,3,24.31,171.11999999999995,146.80999999999995,256.0,402.80999999999995,245.6,478.49,0.0,
2018-02-01,1,3,29.71,146.80999999999995,117.09999999999994,256.0,373.0999999999999,244.63,477.52,0.0,
2018-02-02,1,3,30.68,117.09999999999994,86.41999999999993,256.0,342.41999999999996,243.46,476.35,0.0,
2018-02-03,1,3,32.23,86.41999999999993,54.189999999999934,256.0,310.18999999999994,243.03,475.92,0.0,
2018-02-04,1,3,34.14,310.18999999999994,276.04999999999995,0.0,276.04999999999995,242.26,475.15,0.0,
2018-02-05,1,3,22.51,276.04999999999995,253.53999999999996,0.0,253.53999999999996,242.07,474.96000000000004,0.0,
2018-02-06,1,3,27.31,253.53999999999996,226.22999999999996,0.0,226.22999999999996,241.8,474.69,249.0,2018-02-13
2018-02-07,1,3,26.38,226.22999999999996,199.84999999999997,249.0,448.84999999999997,242.47,475.36,0.0,
2018-02-08,1,3,28.75,199.84999999999997,171.09999999999997,249.0,420.09999999999997,241.52,474.40999999999997,0.0,
2018-02-09,1,3,29.51,171.09999999999997,141.58999999999997,249.0,390.59,242.32,475.21000000000004,0.0,
2018-02-10,1,3,31.8,141.58999999999997,109.78999999999998,249.0,358.78999999999996,243.15,476.04,0.0,
2018-02-11,1,3,33.37,109.78999999999998,76.41999999999999,249.0,325.41999999999996,244.09,476.98,0.0,
2018-02-12,1,3,22.32,76.41999999999999,54.09999999999999,249.0,303.09999999999997,244.99,477.88,0.0,
2018-02-13,1,3,27.04,303.09999999999997,276.05999999999995,0.0,276.05999999999995,244.87,477.76,0.0,
2018-02-14,1,3,27.05,276.05999999999995,249.00999999999993,0.0,249.00999999999993,244.66,477.55,0.0,
2018-02-15,1,3,27.8,249.00999999999993,221.20999999999992,0.0,221.20999999999992,245.28,478.17,257.0,2018-02-22
2018-02-16,1,3,30.31,221.20999999999992,190.89999999999992,257.0,447.8999999999999,245.71,478.6,0.0,
2018-02-17,1,3,32.63,190.89999999999992,158.26999999999992,257.0,415.2699999999999,245.34,478.23,0.0,
2018-02-18,1,3,34.3,158.26999999999992,123.96999999999993,257.0,380.9699999999999,245.08,477.97,0.0,
2018-02-19,1,3,23.23,123.96999999999993,100.73999999999992,257.0,357.7399999999999,244.77,477.65999999999997,0.0,
2018-02-20,1,3,26.92,100.73999999999992,73.81999999999992,257.0,330.81999999999994,244.63,477.52,0.0,
2018-02-21,1,3,26.84,73.81999999999992,46.97999999999992,257.0,303.9799999999999,244.48,477.37,0.0,
2018-02-22,1,3,28.42,303.9799999999999,275.5599999999999,0.0,275.5599999999999,249.86,482.75,0.0,
2018-02-23,1,3,30.74,275.5599999999999,244.81999999999988,0.0,244.81999999999988,254.82,487.71000000000004,243.0,2018-03-02
2018-02-24,1,3,32.27,244.81999999999988,212.54999999999987,243.0,455.54999999999984,260.08,492.97,0.0,
2018-02-25,1,3,34.04,212.54999999999987,178.50999999999988,243.0,421.5099999999999,265.12,498.01,0.0,
2018-02-26,1,3,22.91,178.50999999999988,155.59999999999988,243.0,398.5999999999999,269.94,502.83000000000004,0.0,
2018-02-27,1,3,26.78,155.59999999999988,128.81999999999988,243.0,371.8199999999999,274.22,507.11,0.0,
2018-02-28,1,3,26.7,128.81999999999988,102.11999999999988,243.0,345.1199999999999,278.02,510.90999999999997,0.0,
2018-03-01,1,3,33.8,102.11999999999988,68.31999999999988,243.0,311.3199999999999,278.29,511.18000000000006,0.0,
2018-03-02,1,3,35.71,311.3199999999999,275.6099999999999,0.0,275.6099999999999,277.9,510.7900000000001,236.0,2018-03-09
2018-03-03,1,3,37.52,275.6099999999999,238.0899999999999,236.0,474.0899999999999,278.31,511.20000000000005,0.0,
2018-03-04,1,3,39.09,238.0899999999999,198.9999999999999,236.0,434.9999999999999,278.62,511.51,0.0,
2018-03-05,1,3,27.73,198.9999999999999,171.2699999999999,236.0,407.26999999999987,278.31,511.20000000000005,0.0,
2018-03-06,1,3,31.05,171.2699999999999,140.21999999999989,236.0,376.2199999999999,278.41,511.30000000000007,0.0,
2018-03-07,1,3,30.5,140.21999999999989,109.71999999999989,236.0,345.7199999999999,279.26,512.15,0.0,
2018-03-08,1,3,34.06,109.71999999999989,75.65999999999988,236.0,311.65999999999985,278.24,511.13,0.0,
2018-03-09,1,3,35.32,311.65999999999985,276.33999999999986,0.0,276.33999999999986,278.38,511.27,235.0,2018-03-16
2018-03-10,1,3,37.93,276.33999999999986,238.40999999999985,235.0,473.40999999999985,279.17,512.0600000000001,0.0,
2018-03-11,1,3,39.39,238.40999999999985,199.01999999999987,235.0,434.01999999999987,280.3,513.19,0.0,
