id,date,store,item,predicted_demand,historical_mean,demand_std,lead_time_demand,safety_stock,reorder_point,current_inventory,inventory_position,recommended_order_qty,calculated_initial_inventory,opening_inventory,inventory_after_demand,on_order,order_quantity,arrival_date
18,2018-01-19,1,1,16.98,20.04,6.57,117.07,28.57,145.64,140.28,129.07000186920166,5,140.28,46.05000141143799,29.07000186920166,100.0,17.0,2018-01-26
19,2018-01-20,1,1,18.59,20.04,6.57,118.2,28.57,146.77,140.28,127.48000171661377,6,140.28,48.07000186920166,29.48000171661377,98.0,20.0,2018-01-27
20,2018-01-21,1,1,20.08,20.04,6.57,118.04,28.57,146.62,140.28,127.40000179290772,6,140.28,49.48000171661377,29.400001792907716,98.0,20.0,2018-01-28
21,2018-01-22,1,1,13.72,20.04,6.57,117.3,28.57,145.88,140.28,133.6800015258789,6,140.28,42.400001792907716,28.680001525878907,105.0,13.0,2018-01-29
22,2018-01-23,1,1,15.34,20.04,6.57,117.29,28.57,145.86,140.28,131.34000137329102,6,140.28,44.68000152587891,29.340001373291017,102.0,15.0,2018-01-30
23,2018-01-24,1,1,15.53,20.04,6.57,117.1,28.57,145.67,140.28,130.81000164031983,5,140.28,44.34000137329102,28.810001640319825,102.0,15.0,2018-01-31
24,2018-01-25,1,1,16.39,20.04,6.57,118.94,28.57,147.51,140.28,129.4200022506714,7,140.28,45.810001640319825,29.420002250671388,100.0,19.0,2018-02-01
25,2018-01-26,1,1,17.42,20.04,6.57,120.62,28.57,149.19,140.28,131.00000217437744,9,140.28,46.42000225067139,29.000002174377443,102.0,19.0,2018-02-02
26,2018-01-27,1,1,19.71,20.04,6.57,120.91,28.57,149.49,140.28,130.2900030899048,9,140.28,49.00000217437744,29.290003089904786,101.0,20.0,2018-02-03
27,2018-01-28,1,1,19.92,20.04,6.57,122.5,28.57,151.07,140.28,130.37000301361084,11,140.28,49.290003089904786,29.37000301361084,101.0,21.0,2018-02-04
28,2018-01-29,1,1,12.98,20.04,6.57,123.87,28.57,152.44,140.28,138.3900034713745,12,140.28,42.37000301361084,29.390003471374513,109.0,15.0,2018-02-05
29,2018-01-30,1,1,15.33,20.04,6.57,125.72,28.57,154.29,140.28,138.06000354766846,14,140.28,44.39000347137451,29.060003547668458,109.0,17.0,2018-02-06
30,2018-01-31,1,1,15.34,20.04,6.57,127.19,28.57,155.77,140.28,139.72000339508057,15,140.28,44.06000354766846,28.720003395080568,111.0,17.0,2018-02-07
31,2018-02-01,1,1,18.23,20.04,6.57,126.77,28.57,155.34,140.28,138.49000385284424,15,140.28,47.72000339508057,29.49000385284424,109.0,17.0,2018-02-08
32,2018-02-02,1,1,19.1,20.04,6.57,126.5,28.57,155.08,140.28,136.3900034713745,15,140.28,48.49000385284424,29.390003471374513,107.0,19.0,2018-02-09
33,2018-02-03,1,1,20.01,20.04,6.57,126.56,28.57,155.14,140.28,135.38000324249268,15,140.28,49.39000347137451,29.380003242492677,106.0,20.0,2018-02-10
34,2018-02-04,1,1,21.51,20.04,6.57,126.15,28.57,154.73,140.28,133.87000301361084,14,140.28,50.38000324249268,28.87000301361084,105.0,21.0,2018-02-11
35,2018-02-05,1,1,14.35,20.04,6.57,126.06,28.57,154.64,140.28,140.52000263214111,14,140.28,43.87000301361084,29.520002632141114,111.0,15.0,2018-02-12
36,2018-02-06,1,1,17.18,20.04,6.57,125.68,28.57,154.26,140.28,138.34000232696533,14,140.28,46.520002632141114,29.340002326965333,109.0,16.0,2018-02-13
37,2018-02-07,1,1,16.82,20.04,6.57,125.67,28.57,154.25,140.28,137.52000263214111,14,140.28,46.34000232696533,29.520002632141114,108.0,17.0,2018-02-14
38,2018-02-08,1,1,17.81,20.04,6.57,125.51,28.57,154.09,140.28,136.71000316619873,14,140.28,46.520002632141114,28.71000316619873,108.0,18.0,2018-02-15
39,2018-02-09,1,1,18.84,20.04,6.57,125.34,28.57,153.91,140.28,135.87000301361084,14,140.28,47.71000316619873,28.87000301361084,107.0,19.0,2018-02-16
40,2018-02-10,1,1,20.07,20.04,6.57,125.29,28.57,153.87,140.28,134.80000331878662,14,140.28,48.87000301361084,28.800003318786622,106.0,20.0,2018-02-17
41,2018-02-11,1,1,21.1,20.04,6.57,125.56,28.57,154.13,140.28,133.7000029373169,14,140.28,49.80000331878662,28.700002937316896,105.0,21.0,2018-02-18
42,2018-02-12,1,1,14.26,20.04,6.57,125.83,28.57,154.4,140.28,140.44000270843506,14,140.28,43.700002937316896,29.44000270843506,111.0,14.0,2018-02-19
43,2018-02-13,1,1,16.8,20.04,6.57,125.61,28.57,154.19,140.28,137.6400034713745,14,140.28,45.44000270843506,28.640003471374513,109.0,17.0,2018-02-20
44,2018-02-14,1,1,16.81,20.04,6.57,125.31,28.57,153.88,140.28,137.83000400543213,14,140.28,45.64000347137451,28.83000400543213,109.0,17.0,2018-02-21
45,2018-02-15,1,1,17.65,20.04,6.57,125.09,28.57,153.66,140.28,137.18000438690186,13,140.28,46.83000400543213,29.180004386901857,108.0,17.0,2018-02-22
46,2018-02-16,1,1,18.67,20.04,6.57,124.72,28.57,153.29,140.28,135.5100043106079,13,140.28,48.18000438690186,29.51000431060791,106.0,18.0,2018-02-23
47,2018-02-17,1,1,20.02,20.04,6.57,124.32,28.57,152.9,140.28,133.49000385284424,13,140.28,49.51000431060791,29.49000385284424,104.0,20.0,2018-02-24
48,2018-02-18,1,1,21.36,20.04,6.57,123.94,28.57,152.52,140.28,132.13000324249268,12,140.28,50.49000385284424,29.130003242492677,103.0,21.0,2018-02-25
49,2018-02-19,1,1,14.53,20.04,6.57,123.84,28.57,152.41,140.28,138.60000350952149,12,140.28,43.13000324249268,28.600003509521486,110.0,14.0,2018-02-26
50,2018-02-20,1,1,16.58,20.04,6.57,123.6,28.57,152.17,140.28,136.02000358581543,12,140.28,45.600003509521486,29.02000358581543,107.0,17.0,2018-02-27
51,2018-02-21,1,1,16.5,20.04,6.57,123.41,28.57,151.99,140.28,136.52000358581543,12,140.28,46.02000358581543,29.52000358581543,107.0,16.0,2018-02-28
52,2018-02-22,1,1,17.43,20.04,6.57,126.26,28.57,154.84,140.28,135.09000328063965,15,140.28,46.52000358581543,29.09000328063965,106.0,20.0,2018-03-01
53,2018-02-23,1,1,18.29,20.04,6.57,129.12,28.57,157.69,140.28,136.8000023651123,17,140.28,47.09000328063965,28.800002365112306,108.0,21.0,2018-03-02
54,2018-02-24,1,1,19.63,20.04,6.57,132.37,28.57,160.94,140.28,138.1700032043457,21,140.28,48.800002365112306,29.170003204345704,109.0,23.0,2018-03-03
55,2018-02-25,1,1,20.99,20.04,6.57,136.62,28.57,165.19,140.28,140.18000343322754,25,140.28,50.170003204345704,29.18000343322754,111.0,26.0,2018-03-04
56,2018-02-26,1,1,14.42,20.04,6.57,139.57,28.57,168.14,140.28,151.7600033569336,28,140.28,43.18000343322754,28.760003356933595,123.0,17.0,2018-03-05
57,2018-02-27,1,1,16.34,20.04,6.57,143.9,28.57,172.47,140.28,152.4200032043457,32,140.28,45.760003356933595,29.420003204345704,123.0,21.0,2018-03-06
58,2018-02-28,1,1,16.31,20.04,6.57,147.75,28.57,176.32,140.28,157.11000373840332,36,140.28,45.420003204345704,29.11000373840332,128.0,20.0,2018-03-07
59,2018-03-01,1,1,20.28,20.04,6.57,148.76,28.57,177.33,140.28,156.8300030517578,37,140.28,49.11000373840332,28.830003051757814,128.0,21.0,2018-03-08
60,2018-03-02,1,1,21.15,20.04,6.57,150.55,28.57,179.13,140.28,156.68000343322754,39,140.28,49.830003051757814,28.68000343322754,128.0,23.0,2018-03-09
61,2018-03-03,1,1,22.88,20.04,6.57,151.62,28.57,180.19,140.28,156.80000427246094,40,140.28,51.68000343322754,28.80000427246094,128.0,24.0,2018-03-10
62,2018-03-04,1,1,25.23,20.04,6.57,152.5,28.57,181.07,140.28,155.5700047302246,41,140.28,54.80000427246094,29.57000473022461,126.0,26.0,2018-03-11
63,2018-03-05,1,1,17.37,20.04,6.57,151.83,28.57,180.4,140.28,164.2000038909912,40,140.28,46.57000473022461,29.200003890991212,135.0,17.0,2018-03-12
64,2018-03-06,1,1,20.67,20.04,6.57,150.88,28.57,179.45,140.28,160.53000381469727,39,140.28,50.20000389099121,29.530003814697267,131.0,19.0,2018-03-13
65,2018-03-07,1,1,20.16,20.04,6.57,150.45,28.57,179.02,140.28,159.37000396728516,39,140.28,49.53000381469727,29.370003967285157,130.0,20.0,2018-03-14
66,2018-03-08,1,1,21.29,20.04,6.57,150.33,28.57,178.9,140.28,158.0800030517578,39,140.28,50.37000396728516,29.080003051757814,129.0,21.0,2018-03-15
67,2018-03-09,1,1,22.94,20.04,6.57,150.14,28.57,178.72,140.28,156.1400025177002,38,140.28,52.080003051757814,29.140002517700196,127.0,23.0,2018-03-16
68,2018-03-10,1,1,23.94,20.04,6.57,150.39,28.57,178.96,140.28,155.20000198364258,39,140.28,53.1400025177002,29.20000198364258,126.0,24.0,2018-03-17
69,2018-03-11,1,1,26.11,20.04,6.57,149.76,28.57,178.34,140.28,153.09000137329102,38,140.28,55.20000198364258,29.090001373291017,124.0,26.0,2018-03-18
70,2018-03-12,1,1,16.7,20.04,6.57,150.18,28.57,178.76,140.28,162.39000061035156,38,140.28,46.09000137329102,29.390000610351564,133.0,17.0,2018-03-19
71,2018-03-13,1,1,19.72,20.04,6.57,150.58,28.57,179.16,140.28,159.67000129699707,39,140.28,48.390000610351564,28.67000129699707,131.0,20.0,2018-03-20
72,2018-03-14,1,1,19.73,20.04,6.57,150.74,28.57,179.32,140.28,159.94000175476074,39,140.28,48.67000129699707,28.940001754760743,131.0,20.0,2018-03-21
73,2018-03-15,1,1,21.17,20.04,6.57,150.57,28.57,179.14,140.28,158.7700016784668,39,140.28,49.94000175476074,28.770001678466798,130.0,21.0,2018-03-22
74,2018-03-16,1,1,22.76,20.04,6.57,150.22,28.57,178.8,140.28,157.01000144958496,39,140.28,51.7700016784668,29.010001449584962,128.0,22.0,2018-03-23
75,2018-03-17,1,1,24.18,20.04,6.57,149.94,28.57,178.52,140.28,154.83000114440918,38,140.28,53.01000144958496,28.83000114440918,126.0,24.0,2018-03-24
76,2018-03-18,1,1,25.49,20.04,6.57,150.04,28.57,178.62,140.28,153.34000137329102,38,140.28,54.83000114440918,29.340001373291017,124.0,26.0,2018-03-25
77,2018-03-19,1,1,17.12,20.04,6.57,149.49,28.57,178.07,140.28,162.22000053405762,38,140.28,46.34000137329102,29.22000053405762,133.0,16.0,2018-03-26
78,2018-03-20,1,1,20.13,20.04,6.57,148.75,28.57,177.32,140.28,158.09000137329102,37,140.28,49.22000053405762,29.090001373291017,129.0,20.0,2018-03-27
79,2018-03-21,1,1,19.89,20.04,6.57,148.21,28.57,176.78,140.28,158.20000198364258,36,140.28,49.09000137329102,29.20000198364258,129.0,19.0,2018-03-28
80,2018-03-22,1,1,21.0,20.04,6.57,147.75,28.57,176.32,140.28,156.20000198364258,36,140.28,50.20000198364258,29.20000198364258,127.0,21.0,2018-03-29
81,2018-03-23,1,1,22.41,20.04,6.57,147.81,28.57,176.38,140.28,154.79000213623047,36,140.28,51.20000198364258,28.79000213623047,126.0,22.0,2018-03-30
82,2018-03-24,1,1,23.9,20.04,6.57,147.97,28.57,176.54,140.28,152.8900025177002,36,140.28,52.79000213623047,28.890002517700196,124.0,24.0,2018-03-31
83,2018-03-25,1,1,25.59,20.04,6.57,140.3,28.57,168.87,140.28,151.3000023651123,29,140.28,54.8900025177002,29.300002365112306,122.0,18.0,2018-04-01
84,2018-03-26,1,1,16.57,20.04,6.57,140.3,28.57,168.87,140.28,152.7300026702881,29,140.28,45.300002365112306,28.730002670288087,124.0,17.0,2018-04-02
85,2018-03-27,1,1,19.38,20.04,6.57,140.3,28.57,168.87,140.28,150.35000350952149,29,140.28,48.73000267028809,29.350003509521486,121.0,19.0,2018-04-03
86,2018-03-28,1,1,19.36,20.04,6.57,140.3,28.57,168.87,140.28,149.99000289916992,29,140.28,48.350003509521486,28.990002899169923,121.0,19.0,2018-04-04
87,2018-03-29,1,1,20.53,20.04,6.57,140.3,28.57,168.87,140.28,148.46000221252442,29,140.28,49.99000289916992,29.460002212524415,119.0,21.0,2018-04-05
88,2018-03-30,1,1,22.48,20.04,6.57,140.3,28.57,168.87,140.28,146.9800026702881,29,140.28,51.460002212524415,28.980002670288087,118.0,22.0,2018-04-06
89,2018-03-31,1,1,24.06,20.04,6.57,140.3,28.57,168.87,140.28,144.9200032043457,29,140.28,52.98000267028809,28.920003204345704,116.0,24.0,2018-04-07
900,2018-01-01,1,2,35.37,53.47,14.58,319.47,63.44,382.91,374.29,338.9200010681152,9,374.28999999999996,374.28999999999996,338.9200010681152,0.0,44.0,2018-01-08
901,2018-01-02,1,2,40.87,53.47,14.58,321.04,63.44,384.49,374.29,342.05000213623043,10,374.28999999999996,338.9200010681152,298.05000213623043,44.0,43.0,2018-01-09
902,2018-01-03,1,2,41.21,53.47,14.58,321.38,63.44,384.82,374.29,343.8400030517578,11,374.28999999999996,298.05000213623043,256.8400030517578,87.0,41.0,2018-01-10
903,2018-01-04,1,2,45.59,53.47,14.58,321.78,63.44,385.22,374.29,339.2500028991699,11,374.28999999999996,256.8400030517578,211.25000289916989,128.0,46.0,2018-01-11
904,2018-01-05,1,2,49.41,53.47,14.58,321.25,63.44,384.69,374.29,335.8400030517578,10,374.28999999999996,211.25000289916989,161.84000305175778,174.0,49.0,2018-01-12
905,2018-01-06,1,2,51.92,53.47,14.58,319.91,63.44,383.35,374.29,332.92000488281246,9,374.28999999999996,161.84000305175778,109.92000488281246,223.0,51.0,2018-01-13
906,2018-01-07,1,2,54.15,53.47,14.58,319.18,63.44,382.62,374.29,329.77000335693356,8,374.28999999999996,109.92000488281246,55.77000335693356,274.0,53.0,2018-01-14
907,2018-01-08,1,2,36.32,53.47,14.58,319.34,63.44,382.78,374.29,346.45000366210934,8,374.28999999999996,99.77000335693356,63.45000366210934,283.0,37.0,2018-01-15
908,2018-01-09,1,2,42.44,53.47,14.58,319.89,63.44,383.33,374.29,341.01000503540035,9,374.28999999999996,106.45000366210934,64.01000503540035,277.0,43.0,2018-01-16
909,2018-01-10,1,2,41.55,53.47,14.58,321.24,63.44,384.68,374.29,342.4600057983398,10,374.28999999999996,105.01000503540035,63.46000579833981,279.0,43.0,2018-01-17
910,2018-01-11,1,2,45.98,53.47,14.58,321.75,63.44,385.19,374.29,339.4800062561035,11,374.28999999999996,109.46000579833981,63.48000625610348,276.0,46.0,2018-01-18
911,2018-01-12,1,2,48.89,53.47,14.58,322.6,63.44,386.04,374.29,336.59000686645504,12,374.28999999999996,112.48000625610348,63.59000686645504,273.0,50.0,2018-01-19
912,2018-01-13,1,2,50.59,53.47,14.58,324.58,63.44,388.02,374.29,336.00000671386715,14,374.28999999999996,114.59000686645504,64.00000671386715,272.0,53.0,2018-01-20
913,2018-01-14,1,2,53.42,53.47,14.58,326.0,63.44,389.44,374.29,335.58000854492184,15,374.28999999999996,117.00000671386715,63.58000854492184,272.0,54.0,2018-01-21
914,2018-01-15,1,2,36.48,53.47,14.58,326.71,63.44,390.15,374.29,353.1000090026855,16,374.28999999999996,100.58000854492184,64.10000900268551,289.0,38.0,2018-01-22
915,2018-01-16,1,2,42.99,53.47,14.58,327.36,63.44,390.8,374.29,348.1100073242187,17,374.28999999999996,107.10000900268551,64.11000732421871,284.0,43.0,2018-01-23
916,2018-01-17,1,2,42.9,53.47,14.58,327.56,63.44,391.0,374.29,348.2100057983398,17,374.28999999999996,107.11000732421871,64.21000579833981,284.0,43.0,2018-01-24
917,2018-01-18,1,2,46.49,53.47,14.58,328.19,63.44,391.63,374.29,344.720004119873,17,374.28999999999996,110.21000579833981,63.72000411987301,281.0,47.0,2018-01-25
918,2018-01-19,1,2,49.74,53.47,14.58,328.2,63.44,391.64,374.29,341.9800024414062,17,374.28999999999996,113.72000411987301,63.980002441406214,278.0,50.0,2018-01-26
919,2018-01-20,1,2,52.56,53.47,14.58,328.91,63.44,392.35,374.29,339.4200010681152,18,374.28999999999996,116.98000244140621,64.4200010681152,275.0,53.0,2018-01-27
920,2018-01-21,1,2,54.84,53.47,14.58,329.34,63.44,392.78,374.29,337.5800009155273,18,374.28999999999996,118.4200010681152,63.58000091552731,274.0,56.0,2018-01-28
921,2018-01-22,1,2,37.19,53.47,14.58,328.61,63.44,392.05,374.29,356.3900022888183,18,374.28999999999996,101.58000091552731,64.39000228881832,292.0,36.0,2018-01-29
922,2018-01-23,1,2,43.63,53.47,14.58,327.74,63.44,391.18,374.29,348.7600012207031,17,374.28999999999996,107.39000228881832,63.76000122070309,285.0,43.0,2018-01-30
923,2018-01-24,1,2,43.11,53.47,14.58,327.41,63.44,390.85,374.29,348.6500006103515,17,374.28999999999996,106.76000122070309,63.650000610351526,285.0,43.0,2018-01-31
924,2018-01-25,1,2,47.12,53.47,14.58,330.58,63.44,394.02,374.29,344.53000167846676,20,374.28999999999996,110.65000061035153,63.53000167846676,281.0,50.0,2018-02-01
925,2018-01-26,1,2,49.75,53.47,14.58,334.31,63.44,397.76,374.29,344.78000167846676,23,374.28999999999996,113.53000167846676,63.78000167846676,281.0,53.0,2018-02-02
926,2018-01-27,1,2,53.27,53.47,14.58,338.48,63.44,401.93,374.29,344.5100012207031,28,374.28999999999996,116.78000167846676,63.51000122070309,281.0,58.0,2018-02-03
927,2018-01-28,1,2,55.26,53.47,14.58,341.88,63.44,405.32,374.29,347.2500028991699,31,374.28999999999996,119.51000122070309,64.25000289916989,283.0,59.0,2018-02-04
928,2018-01-29,1,2,36.46,53.47,14.58,345.35,63.44,408.79,374.29,369.79000381469723,35,374.28999999999996,100.25000289916989,63.79000381469723,306.0,39.0,2018-02-05
929,2018-01-30,1,2,42.77,53.47,14.58,348.53,63.44,411.98,374.29,366.02000335693356,38,374.28999999999996,106.79000381469723,64.02000335693356,302.0,46.0,2018-02-06
930,2018-01-31,1,2,42.78,53.47,14.58,351.62,63.44,415.06,374.29,369.2400045776367,41,374.28999999999996,107.02000335693356,64.24000457763668,305.0,46.0,2018-02-07
931,2018-02-01,1,2,50.28,53.47,14.58,351.77,63.44,415.21,374.29,364.9600057983398,41,374.28999999999996,114.24000457763668,63.96000579833981,301.0,51.0,2018-02-08
932,2018-02-02,1,2,53.49,53.47,14.58,352.02,63.44,415.47,374.29,362.470004119873,41,374.28999999999996,116.96000579833981,63.47000411987301,299.0,53.0,2018-02-09
933,2018-02-03,1,2,57.44,53.47,14.58,351.89,63.44,415.34,374.29,358.030005493164,41,374.28999999999996,121.47000411987301,64.03000549316403,294.0,58.0,2018-02-10
934,2018-02-04,1,2,58.66,53.47,14.58,354.01,63.44,417.45,374.29,357.3700056457519,43,374.28999999999996,123.03000549316403,64.37000564575192,293.0,61.0,2018-02-11
935,2018-02-05,1,2,39.93,53.47,14.58,354.6,63.44,418.05,374.29,378.44000534057614,44,374.28999999999996,103.37000564575192,63.440005340576135,315.0,40.0,2018-02-12
936,2018-02-06,1,2,45.96,53.47,14.58,355.94,63.44,419.38,374.29,372.4800062561035,45,374.28999999999996,109.44000534057614,63.48000625610348,309.0,47.0,2018-02-13
937,2018-02-07,1,2,45.87,53.47,14.58,357.99,63.44,421.44,374.29,373.6100073242187,47,374.28999999999996,109.48000625610348,63.610007324218714,310.0,48.0,2018-02-14
938,2018-02-08,1,2,50.43,53.47,14.58,358.07,63.44,421.51,374.29,371.18000701904293,47,374.28999999999996,114.61000732421871,64.18000701904293,307.0,51.0,2018-02-15
939,2018-02-09,1,2,53.74,53.47,14.58,358.78,63.44,422.22,374.29,368.44000534057614,48,374.28999999999996,117.18000701904293,63.440005340576135,305.0,54.0,2018-02-16
940,2018-02-10,1,2,57.31,53.47,14.58,359.73,63.44,423.17,374.29,365.1300039672851,49,374.28999999999996,121.44000534057614,64.13000396728512,301.0,59.0,2018-02-17
941,2018-02-11,1,2,60.77,53.47,14.58,360.63,63.44,424.07,374.29,363.36000350952145,50,374.28999999999996,125.13000396728512,64.36000350952145,299.0,61.0,2018-02-18
942,2018-02-12,1,2,40.53,53.47,14.58,359.87,63.44,423.31,374.29,383.8300047302246,49,374.28999999999996,104.36000350952145,63.83000473022457,320.0,40.0,2018-02-19
943,2018-02-13,1,2,47.29,53.47,14.58,360.23,63.44,423.67,374.29,376.54000381469723,49,374.28999999999996,110.83000473022457,63.54000381469723,313.0,48.0,2018-02-20
944,2018-02-14,1,2,47.92,53.47,14.58,360.37,63.44,423.81,374.29,376.6200056457519,50,374.28999999999996,111.54000381469723,63.62000564575192,313.0,48.0,2018-02-21
945,2018-02-15,1,2,50.5,53.47,14.58,360.06,63.44,423.5,374.29,374.1200056457519,49,374.28999999999996,114.62000564575192,64.12000564575192,310.0,50.0,2018-02-22
946,2018-02-16,1,2,54.45,53.47,14.58,359.71,63.44,423.15,374.29,369.67000488281246,49,374.28999999999996,118.12000564575192,63.670004882812464,306.0,54.0,2018-02-23
947,2018-02-17,1,2,58.26,53.47,14.58,359.07,63.44,422.51,374.29,365.41000656127926,48,374.28999999999996,122.67000488281246,64.41000656127926,301.0,58.0,2018-02-24
948,2018-02-18,1,2,61.67,53.47,14.58,358.53,63.44,421.97,374.29,361.74000839233395,48,374.28999999999996,125.41000656127926,63.74000839233395,298.0,61.0,2018-02-25
949,2018-02-19,1,2,39.77,53.47,14.58,359.5,63.44,422.94,374.29,382.9700079345703,49,374.28999999999996,103.74000839233395,63.970007934570276,319.0,40.0,2018-02-26
950,2018-02-20,1,2,47.65,53.47,14.58,359.47,63.44,422.91,374.29,375.32000640869137,49,374.28999999999996,111.97000793457028,64.32000640869137,311.0,48.0,2018-02-27
951,2018-02-21,1,2,48.06,53.47,14.58,358.79,63.44,422.23,374.29,375.26000503540035,48,374.28999999999996,112.32000640869137,64.26000503540035,311.0,47.0,2018-02-28
952,2018-02-22,1,2,50.19,53.47,14.58,368.62,63.44,432.06,374.29,372.07000640869137,58,374.28999999999996,114.26000503540035,64.07000640869137,308.0,60.0,2018-03-01
953,2018-02-23,1,2,54.11,53.47,14.58,377.78,63.44,441.22,374.29,377.9600057983398,67,374.28999999999996,118.07000640869137,63.96000579833981,314.0,64.0,2018-03-02
954,2018-02-24,1,2,57.63,53.47,14.58,388.22,63.44,451.66,374.29,384.3300047302246,77,374.28999999999996,121.96000579833981,64.33000473022457,320.0,68.0,2018-03-03
955,2018-02-25,1,2,61.13,53.47,14.58,398.05,63.44,461.49,374.29,391.20000366210934,87,374.28999999999996,125.33000473022457,64.20000366210934,327.0,71.0,2018-03-04
956,2018-02-26,1,2,40.74,53.47,14.58,406.26,63.44,469.7,374.29,421.46000198364254,95,374.28999999999996,104.20000366210934,63.46000198364254,358.0,49.0,2018-03-05
957,2018-02-27,1,2,47.62,53.47,14.58,415.01,63.44,478.45,374.29,422.8400030517578,104,374.28999999999996,111.46000198364254,63.840003051757776,359.0,56.0,2018-03-06
958,2018-02-28,1,2,47.38,53.47,14.58,424.66,63.44,488.1,374.29,431.46000198364254,114,374.28999999999996,110.84000305175778,63.46000198364254,368.0,57.0,2018-03-07
959,2018-03-01,1,2,60.01,53.47,14.58,425.76,63.44,489.2,374.29,428.45000366210934,115,374.28999999999996,123.46000198364254,63.45000366210934,365.0,61.0,2018-03-08
960,2018-03-02,1,2,63.27,53.47,14.58,424.78,63.44,488.22,374.29,426.18000320434567,114,374.28999999999996,127.45000366210934,64.18000320434567,362.0,63.0,2018-03-09
961,2018-03-03,1,2,68.06,53.47,14.58,423.25,63.44,486.69,374.29,421.1200056457519,112,374.28999999999996,132.18000320434567,64.12000564575192,357.0,66.0,2018-03-10
962,2018-03-04,1,2,70.95,53.47,14.58,423.13,63.44,486.57,374.29,416.17000869750973,112,374.28999999999996,135.12000564575192,64.17000869750973,352.0,71.0,2018-03-11
963,2018-03-05,1,2,48.95,53.47,14.58,420.75,63.44,484.19,374.29,438.2200079345703,110,374.28999999999996,113.17000869750973,64.22000793457028,374.0,46.0,2018-03-12
964,2018-03-06,1,2,56.37,53.47,14.58,420.73,63.44,484.17,374.29,427.8500090026855,110,374.28999999999996,120.22000793457028,63.85000900268551,364.0,57.0,2018-03-13
965,2018-03-07,1,2,57.03,53.47,14.58,421.03,63.44,484.47,374.29,427.82001022338864,110,374.28999999999996,120.85000900268551,63.820010223388635,364.0,57.0,2018-03-14
966,2018-03-08,1,2,61.11,53.47,14.58,420.75,63.44,484.19,374.29,423.7100096130371,110,374.28999999999996,124.82001022338864,63.71000961303707,360.0,61.0,2018-03-15
